,Unnamed: 0_album,Album,Song_Name,Formatted_name,lyrics,song_clean,album_clean,Unnamed: 0_spotify,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
30,47,FearlessPlatinumEdition,YoureNotSorry,You're Not Sorry,,yourenotsorry,fearlessplatinumedition,538,You're Not Sorry,Fearless (Platinum Edition),2008-11-11,15,3JhvYnOfKLJuWC7jEU0GmJ,spotify:track:3JhvYnOfKLJuWC7jEU0GmJ,0.13,0.459,0.459,2.3e-06,0.113,-4.126,0.0275,134.018,0.281,42,261800
31,49,Red,IAlmostDo,I Almost Do,"I bet this time of night, youre still up I bet youre tired from a long hard week I bet youre sittin in your chair by the window Looking out at the city, and I bet Sometimes, you wonder bout me And I just wanna tell you It takes everything in me not to call you And I wish I could run to you And I hope you know that Every time I dont, I almost do, I almost do I bet you think I either moved on or hate you Cause each time you reach out, theres no reply I bet it never, ever occurred to you That I cant say hello to you and risk another goodbye And I just wanna tell you It takes everything in me not to call you And I wish I could run to you And I hope you know that Every time I dont, I almost do, I almost do Oh, we made quite a mess, babe Its probably better off this way And I confess, babe In my dreams, youre touching my face And asking me if I want to try again with you And I almost do And I just wanna tell you It takes everything in me not to call you And I wish I could run to you And I hope you know that Every time I dont, I almost do, I almost do You might also like I bet this time of night, youre still up I bet youre tired from a long hard week I bet youre sittin in your chair by the window Looking out at the city, and I hope Sometimes, you wonder bout me19",ialmostdo,red,462,I Almost Do,Red,2012-10-22,7,5VwFkx7JOimOGTYfha5rs1,spotify:track:5VwFkx7JOimOGTYfha5rs1,0.0173,0.567,0.481,4.13e-05,0.182,-7.357,0.027,145.865,0.233,39,242573
32,50,Red,Treacherous,Treacherous,"Put your lips close to mine As long as they dont touch Out of focus, eye to eye Til the gravitys too much And Ill do anything you say If you say it with your hands And Id be smart to walk away But youre quicksand This slope is treacherous This path is reckless This slope is treacherous And I-I-I like it I cant decide if its a choice Getting swept away I hear the sound of my own voice Asking you to stay And all we are is skin and bone Trained to get along Forever going with the flow But youre friction This slope is treacherous This path is reckless This slope is treacherous I, I, I like it Two headlights shine through the sleepless night And I will get you, get you alone Your name has echoed through my mind And I just think you should, think you should know That nothing safe is worth the drive And I would follow you, follow you home Ill follow you, follow you home This hope is treacherous This daydream is dangerous This hope is treacherous I-I-I, I-I-I, I-I-I You might also like Two headlights shine through the sleepless night And I will get you, get you alone Your name has echoed through my mind And I just think you should, think you should know That nothing safe is worth the drive And I would follow you, follow you home Ill follow you, follow you home Ill follow you, follow you home Ill follow you, follow you home This slope is treacherous I-I-I like it30",treacherous,red,458,Treacherous,Red,2012-10-22,3,5kYFVSQoPu7yRpfiHBwMUk,spotify:track:5kYFVSQoPu7yRpfiHBwMUk,0.101,0.705,0.621,4.3e-06,0.147,-8.086,0.0334,109.993,0.395,38,240773
33,51,Red,TheLastTime,The Last Time,"Find myself at your door Just like all those times before Im not sure how I got there All roads, they lead me here I imagine you are home In your room, all alone And you open your eyes into mine And everything feels better And right before your eyes Im breaking, no past No reasons why Just you and me This is the last time Im asking you this Put my name at the top of your list This is the last time Im asking you why You break my heart in the blink of an eye (Eye, eye) You find yourself at my door Just like all those times before You wear your best apology But I was there to watch you leave And all the times I let you in Just for you to go again Disappear when you come back Everything is better And right before your eyes Im aching, run fast Nowhere to hide Just you and me This is the last time Im asking you this Put my name at the top of your list This is the last time Im asking you why You break my heart in the blink of an eye (Eye, eye) You might also like This is the last time you tell me Ive got it wrong This is the last time I say its been you all along This is the last time I let you in my door This is the last time, I wont hurt you anymore Oh-ho, oh-ho, oh-ho, oh-ho Oh-ho, oh-ho, oh-ho, oh-ho This is the last time Im asking you this Put my name at the top of your list This is the last time Im asking you why You break my heart in the blink of an eye This is the last time Im asking you this (This is the last time Im asking you this) Put my name at the top of your list (Put my name at the top of your list) This is the last time Im asking you why (This is the last time Im asking you why) You break my heart in the blink of an eye (You break my heart) This is the last time Im asking you, last time Im asking you Last time Im asking you this This is the last time Im asking you, last time Im asking you Last time Im asking you this This is the last time Im asking you, last time Im asking you Last time Im asking you this This is the last time Im asking you, last time Im asking you Last time Im asking you this31",thelasttime,red,465,The Last Time,Red,2012-10-22,10,3n9mzjgAzjyKawvbHzciXF,spotify:track:3n9mzjgAzjyKawvbHzciXF,0.035,0.505,0.443,3.15e-06,0.0921,-7.039,0.0276,94.069,0.123,38,298293
34,52,Red,AllTooWell,All Too Well,"I walked through the door with you, the air was cold But something bout it felt like home somehow And I left my scarf there at your sisters house And youve still got it in your drawer, even now Oh, your sweet disposition and my wide-eyed gaze Were singing in the car, getting lost upstate Autumn leaves falling down like pieces into place And I can picture it after all these days And I know its long gone and That magics not here no more And I might be okay, but Im not fine at all Oh, oh, oh Cause there we are again on that little town street You almost ran the red cause you were lookin over at me Wind in my hair, I was there I remember it all too well Photo album on the counter, your cheeks were turning red You used to be a little kid with glasses in a twin-sized bed And your mothers telling stories bout you on the tee-ball team You taught me bout your past, thinking your future was me And I know its long gone and There was nothing else I could do And I forget about you long enough To forget why I needed to Cause there we are again in the middle of the night Were dancing round the kitchen in the refrigerator light Down the stairs, I was there I remember it all too well, yeah You might also like Well, maybe we got lost in translation Maybe I asked for too much But maybe this thing was a masterpiece Til you tore it all up Running scared, I was there I remember it all too well And you call me up again Just to break me like a promise So casually cruel in the name of being honest Im a crumpled up piece of paper lying here Cause I remember it all, all, all Too well Time wont fly, its like Im paralyzed by it Id like to be my old self again, but Im still trying to find it After plaid shirt days and nights when you made me your own Now, you mail back my things and I walk home alone But you keep my old scarf from that very first week Cause it reminds you of innocence and it smells like me You cant get rid of it Cause you remember it all too well, yeah Cause there we are again when I loved you so Back before you lost the one real thing youve ever known It was rare, I was there I remember it all too well Wind in my hair, you were there You remember it all Down the stairs, you were there You remember it all It was rare, I was there I remember it all too well146",alltoowell,red,460,All Too Well,Red,2012-10-22,5,4XMP3zVxrnr58T0tjIHvpR,spotify:track:4XMP3zVxrnr58T0tjIHvpR,0.0382,0.602,0.609,0.0002,0.127,-7.803,0.0243,93.06,0.337,44,327893
35,53,Red,StateofGrace,State of Grace,"Im walking fast through the traffic lights Busy streets and busy lives And all we know is touch and go We are alone with our changing minds We fall in love til it hurts or bleeds Or fades in time And I never (Never) Saw you coming And Ill never (Never) Be the same You come around and the armor falls Pierce the room like a cannonball Now, all we know is dont let go We are alone, just you and me Up in your room and our slates are clean Just twin fire signs, four blue eyes So you were never a saint And Ive loved in shades of wrong We learn to live with the pain Mosaic broken hearts But this love is brave and wild And I never (Never) Saw you coming And Ill never (Never) Be the same This is a state of grace This is the worthwhile fight Love is a ruthless game Unless you play it good and right These are the hands of fate Youre my Achilles heel This is the golden age Of something good and right and real You might also like And I never (Never) Saw you coming And Ill never Be the same And I never (Never) Saw you coming And Ill never (So you were never a saint) (And Ive loved in shades of wrong) Be the same (We learn to live with the pain) (Mosaic broken hearts) (But this love is brave and wild) This is a state of grace This is the worthwhile fight Love is a ruthless game Unless you play it good and right46",stateofgrace,red,456,State Of Grace,Red,2012-10-22,1,786NsUYn4GGUf8AOt0SQhP,spotify:track:786NsUYn4GGUf8AOt0SQhP,0.000197,0.588,0.825,0.00138,0.0885,-5.882,0.0328,129.968,0.397,40,295186
36,54,Red,StayStayStay,Stay Stay Stay,"Im pretty sure we almost broke up last night I threw my phone across the room, at you I was expecting some dramatic turn away But you stayed This morning, I said we should talk about it Cause I read you should never leave a fight unresolved Thats when you came in wearing a football helmet And said, Okay, lets talk And I said Stay, stay, stay Ive been loving you for quite some time, time, time You think that its funny when Im mad, mad, mad But I think that its best if we both stay Before you, Id only dated self-indulgent takers Who took all of their problems out on me But you carry my groceries and now, Im always laughing And I love you because you have given me No choice but to Stay, stay, stay Ive been loving you for quite some time, time, time You think that its funny when Im mad, mad, mad But I think that its best if we both stay, stay, stay, stay You took the time to memorize me My fears, my hopes, and dreams I just like hanging out with you all the time All those times that you didnt leave, its been occurring to me Id like to hang out with you for my whole life You might also like Stay and Ill be loving you for quite some time No one else is gonna love me when I get mad, mad, mad So I think that its best if we both stay, stay Stay, stay, stay, stay! Stay, stay, stay Ive been loving you for quite some time, time, time You think that its funny when Im mad, mad, mad But I think that its best if we both stay, stay Stay, stay, stay, stay! Stay, stay, stay Ive been loving you for quite some time, time, time You think that its funny when Im mad, mad, mad But I think that its best if we both stay (Ha-ha-ha, its so fun)14",staystaystay,red,464,Stay Stay Stay,Red,2012-10-22,9,1qLeEu4iXEclkLwoBlMiou,spotify:track:1qLeEu4iXEclkLwoBlMiou,0.307,0.729,0.748,1.29e-06,0.09,-6.67,0.0245,99.981,0.928,39,204826
37,55,Red,EverythingHasChanged,EverythingHasChanged,"(You good to go?) All I knew this morning when I woke Is I know something now Know something now I didnt before And all Ive seen since 18 hours ago Is green eyes and freckles and your smile In the back of my mind, making me feel like I just wanna know you better Know you better, know you better now I just wanna know you better Know you better, know you better now I just wanna know you better Know you better, know you better now I just wanna know you, know you, know you Cause all I know is we said, Hello And your eyes look like coming home All I know is a simple name And everything has changed All I know is you held the door Youll be mine and Ill be yours All I know since yesterday Is everything has changed And all my walls stood tall, painted blue And Ill take em down, take em down And open up the door for you And all I feel in my stomach is butterflies The beautiful kind, making up for lost time Taking flight, making me feel right You might also like I just wanna know you better Know you better, know you better now I just wanna know you better Know you better, know you better now I just wanna know you better Know you better, know you better now I just wanna know you, know you, know you Cause all I know is we said, Hello And your eyes look like coming home All I know is a simple name And everything has changed All I know is you held the door Youll be mine and Ill be yours All I know since yesterday Is everything has changed Come back and tell me why Im feeling like Ive missed you all this time And meet me there tonight And let me know that its not all in my mind I just wanna know you better Know you better, know you better now I just wanna know you, know you, know you Cause all I know is we said, Hello And your eyes look like coming home All I know is a simple name And everything has changed All I know is you held the door Youll be mine and Ill be yours All I know since yesterday Is everything has changed All I know is we said, Hello So dust off your highest hopes All I know is pouring rain And everything has changed All I know is a new found grace All my days, Ill know your face All I know since yesterday Is everything has changed73",everythinghaschanged,red,469,Everything Has Changed,Red,2012-10-22,14,4NAmRvqSITAAzKWnC8yRq3,spotify:track:4NAmRvqSITAAzKWnC8yRq3,0.36,0.624,0.458,3.89e-06,0.303,-6.755,0.0287,80.017,0.436,50,243933
38,56,Red,Starlight,Starlight,"I said, Oh, my, what a marvelous tune It was the best night, never would forget how he moved The whole place was dressed to the nines And we were dancing, dancing Like were made of starlight Like were made of starlight I met Bobby on the boardwalk, summer of 45 Picked me up, late one night out the window We were 17 and crazy, running wild, wild Cant remember what song it was playing when we walked in The night we snuck into a yacht club party Pretending to be a duchess and a prince And I said, Oh, my, what a marvelous tune It was the best night, never would forget how he moved The whole place was dressed to the nines And we were dancing, dancing Like were made of starlight, starlight Like were made of starlight, starlight He said, Look at you, worrying too much about things you cant change Youll spend your whole life singing the blues if you keep thinking that way He was trying to skip rocks on the ocean, saying to me Dont you see the starlight, starlight? Dont you dream impossible things? Like, Oh, my, what a marvelous tune It was the best night, never would forget how he moved The whole place was dressed to the nines And we were dancing, dancing Like were made of starlight, starlight Like were made of starlight, starlight Ooh-ooh, hes talking crazy Ooh-ooh, dancing with me Ooh-ooh, we could get married Have ten kids and teach em how to dream You might also like Oh, my, what a marvelous tune It was the best night, never would forget how he moved The whole place was dressed to the nines And we were dancing, dancing Like were made of starlight, starlight Like were made of starlight, starlight Like were made of starlight, starlight Like we dream impossible dreams Like starlight, starlight Like we dream impossible dreams Dont you see the starlight, starlight? Dont you dream impossible things?26",starlight,red,470,Starlight,Red,2012-10-22,15,7MecVsMj22MneZt7kVFaCr,spotify:track:7MecVsMj22MneZt7kVFaCr,0.0213,0.649,0.777,0.000335,0.221,-5.804,0.0406,126.018,0.587,37,217826
39,57,Red,TheLuckyOne,The Lucky One,"New to town with a made-up name In the angels city, chasing fortune and fame And the camera flashes make it look like a dream You had it figured out since you were in school Everybody loves pretty, everybody loves cool So overnight, you look like a sixties queen Another name goes up in lights Like diamonds in the sky And theyll tell you now, youre the lucky one Yeah, theyll tell you now, youre the lucky one But can you tell me now, youre the lucky one? Oh, oh, oh Now, its big black cars and Riviera views And your lover in the foyer doesnt even know you And your secrets end up splashed on the news front page And they tell you that youre lucky, but youre so confused Cause you dont feel pretty, you just feel used And all the young things line up to take your place Another name goes up in lights You wonder if youll make it out alive And theyll tell you now, youre the lucky one Yeah, theyll tell you now, youre the lucky one But can you tell me now, youre the lucky one? Oh, oh, oh It was a few years later, I showed up here And they still tell the legend of how you disappeared How you took the money and your dignity and got the hell out They say you bought a bunch of land somewhere Chose the rose garden over Madison Square And it took some time, but I understand it now You might also like Cause now my name is up in lights But I think you got it right Let me tell you now, youre the lucky one Let me tell you now, youre the lucky one Let me tell you now, youre the lucky one, oh, oh, oh And theyll tell you now, youre the lucky one Yeah, theyll tell you now, youre the lucky one And theyll tell you now, youre the lucky one, oh, oh, oh Oh, whoa, oh, oh32",theluckyone,red,468,The Lucky One,Red,2012-10-22,13,2X2J0BhxaLTmnxO4pPUhSd,spotify:track:2X2J0BhxaLTmnxO4pPUhSd,0.0371,0.706,0.499,0.0,0.132,-7.675,0.0369,117.937,0.545,36,240133
